name,name_cs
"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S21","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, KUŘECÍ Z MOŘSKÉHO KURZU LIGHT, VE VODĚ (IN,NY) - NFY090S21"
"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S3J","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, KUŘECÍ KUŘE Z SEA CHUNK LIGHT, VE VODĚ (MI,OK) - NFY090S3J"
"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (VA,CA1) - NFY090S2I","Proximates, tuňák, konzervovaný, ve vodě, odkapané pevné látky, KUŘECÍ KUŘE Z SEA CHUNK LIGHT, VE VODĚ (VA,CA1) - NFY090S2I"
"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (VA,NC) - NFY090S2T","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, KUŘE Z MOŘSKÉHO KURZU LIGHT, VE VODĚ (VA,NC) - NFY090S2T"
"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S48","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, STARKIST, CHUNK LIGHT, VE VODĚ (AL,CA1) - NFY090S48"
"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CA2,NC) - NFY090S4J","Proximates, Tuňák, konzervy, ve vodě, odkapané pevné látky, STARKIST, CHUNK LIGHT, VE VODĚ (CA2,NC) - NFY090S4J"
"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S4S","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, STARKIST, CHUNK LIGHT, VE VODĚ (CO,CT) - NFY090S4S"
"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S50","Proximates, Tuňák, konzervy, ve vodě, odkapané pevné látky, STARKIST, CHUNK LIGHT, VE VODĚ (FL,MO) - NFY090S50"
"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S3R","Proximates, Tuňák, konzervovaný, ve vodě, odkapané pevné látky, STARKIST, CHUNK LIGHT, VE VODĚ (IN,NY) - NFY090S3R"
"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S59","Proximates, Tuňák, konzervy, ve vodě, odkapané pevné látky, STARKIST, CHUNK LIGHT, VE VODĚ (MI,OK) - NFY090S59"
"Proximates, Tuna, canned, in water, drained solids, store brand,  AMERICAS CHOICE &  KROGER (IN,NY) - NFY090S5H","Proximates, tuňák, konzervovaný, ve vodě, odkapané pevné látky, značka obchodu, AMERICAS CHOICE & KROGER (IN,NY) - NFY090S5H"
"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  KROGER (MI,OK) - NFY090S6Z","Proximates, tuňák, konzerva, ve vodě, odkapané pevné látky, značka obchodu, SKVĚLÁ HODNOTA & KROGER (MI,OK) - NFY090S6Z"
"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  MIDWEST COUNTRY FARE (FL,MO) - NFY090S6Q","Proximates, tuňák, konzervovaný, ve vodě, odkapané pevné látky, značka obchodu, SKVĚLÁ HODNOTA A STŘEDOZÁPAD COUNTRY CARRE (FL,MO) - NFY090S6Q"
"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5Y","Proximates, tuňák, konzervovaný, ve vodě, odkapané pevné látky, značka obchodu, VELKÁ HODNOTA & SAFEWAY (AL,CA1) - NFY090S5Y"
"Proximates, Tuna, canned, in water, drained solids, store brand,  MY ESSENTIALS &  SUNNY SELECT (CA2,NC) - NFY090S69","Proximates, tuňák, konzerva, ve vodě, odkapané pevné látky, značka obchodu, MY ESSENTIALS & SUNNY SELECT (CA2,NC) - NFY090S69"
"Proximates, Tuna, canned, in water, drained solids, store brand,  SAFEWAY &  SHOP RITE (CO,CT) - NFY090S6I","Proximates, tuňák, konzervovaný, ve vodě, odkapané pevné látky, značka obchodu, SAFEWAY & SHOP RITE (CO,CT) - NFY090S6I"
"Proximates, White bread, PEPPERIDGE FARMS (CO1,CT1) - NFY0907N6","Proximates, bílý chléb, FARMY PEPPERIDGE (CO1,CT1) - NFY0907N6"
"Proximates, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NU","Proximates, bílý chléb, PEPPERIDGE FARMY (FL1,MO1) - NFY0907NU"
"Proximates, White bread, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OU","Proximates, bílý chléb, PEPPERIDGE FARMS (NC1,NY1,MI1) - NFY0907OU"
"Proximates, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PY","Proximates, bílý chléb, SARA LEE MĚKKÝ A HLADKÝ KLASICKÝ CELÝ (AL1,CA1) - NFY0907PY"
"Proximates, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PE","Proximates, bílý chléb, SARA LEE MĚKKÝ A HLADKÝ KLASICKÝ CELÝ (IN1,MO1) - NFY0907PE"
"Proximates, White bread, store brand, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907II","Proximates, Bílý chléb, značka obchodu, AMERICAS CHOICE LARGE WHITE (NY1) - NFY0907II"
"Proximates, White bread, store brand, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IT","Proximates, Bílý chléb, značka obchodu, FOOD WORLD SANDWICH BREAD (AL1) - NFY0907IT"
"Proximates, White bread, store brand, GREAT VALUE WHITE (OK1) - NFY0907LK","Proximates, bílý chléb, značka obchodu, VELKÁ HODNOTA BÍLÁ (OK1) - NFY0907LK"
"Proximates, White bread, store brand, KROGER BREAD (IN1) - NFY0907I7","Proximates, Bílý chléb, značka obchodu, KROGER BREAD (IN1) - NFY0907I7"
"Proximates, White bread, store brand, KROGER BREAD (MI1) - NFY0907L9","Proximates, Bílý chléb, značka obchodu, KROGER BREAD (MI1) - NFY0907L9"
"Proximates, White bread, store brand, LOWES FOOD STORE (NC1) - NFY0907JQ","Proximates, bílý chléb, značka obchodu, LOWES FOOD STORE (NC1) - NFY0907JQ"
"Proximates, White bread, store brand, PUBLIX BREAD (FL1) - NFY0907KN","Proximates, Bílý chléb, značka obchodu, PUBLIX BREAD (FL1) - NFY0907KN"
"Proximates, White bread, store brand, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J4","Proximates, bílý chléb, značka obchodu, SAFEWAY PREMIUM WHITE (CA1) - NFY0907J4"
"Proximates, White bread, store brand, SAFEWAY PREMIUM WHITE (CO1) - NFY0907K1","Proximates, bílý chléb, značka obchodu, SAFEWAY PREMIUM WHITE (CO1) - NFY0907K1"
"Proximates, White bread, store brand, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KC","Proximates, Bílý chléb, značka obchodu, SHOP RITE ROUND TOP WHITE (CT1) - NFY0907KC"
"Proximates, White bread, store brand, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JF","Proximates, bílý chléb, značka obchodu, SUNNYSIDE FARMS BREAD (CA2) - NFY0907JF"
"Proximates, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OL","Proximates, Celozrnný chléb, VLASTNÍ PŘÍRODY (AL,OK) - NFY1204OL"
"Proximates, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q6","Proximates, Celozrnný chléb, VLASTNÍ PŘÍRODY (FL,NC) - NFY1204Q6"
"Proximates, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PE","Proximates, Celozrnný chléb, VLASTNÍ PŘÍRODY (IN,CT) - NFY1204PE"
"Proximates, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QY","Proximates, Celozrnný chléb, Značka obchodu/jiná (AL,OK) - NFY1204QY"
"Proximates, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RQ","Proximates, Celozrnný chléb, Značka obchodu/jiná (CA1,CO) - NFY1204RQ"
"Proximates, Whole wheat bread, Store brand/other (CA2,CT) - NFY1204RE","Proximates, Celozrnný chléb, Značka obchodu/jiná (CA2,CT) - NFY1204RE"
"Proximates, Whole wheat bread, Store brand/other (FL,MO) - NFY1204S6","Proximates, Celozrnný chléb, Značka obchodu/jiná (FL,MO) - NFY1204S6"
"Proximates, Whole wheat bread, Store brand/other (IN,NY) - NFY1204QM","Proximates, Celozrnný chléb, Značka obchodu/jiná (IN,NY) - NFY1204QM"
"Proximates, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SI","Proximates, Celozrnný chléb, Značka obchodu/jiná (MI,NC) - NFY1204SI"
"Proximates, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M8","Proximates, Celozrnný chléb, STROEHMANN DUTCH COUNTY (NY) - NFY1204M8"
"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (AL,CA1) - NFY120OP9","Proximates, jogurt, řecký, jahodový, odtučněný, CHOBANI (AL,CA1) - NFY120OP9"
"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (CA2,NC) - NFY120OPG","Proximates, jogurt, řecký, jahodový, odtučněný, CHOBANI (CA2,NC) - NFY120OPG"
"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (CO,CT) - NFY120OPV","Proximates, jogurt, řecký, jahodový, odtučněný, CHOBANI (CO,CT) - NFY120OPV"
"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (FL,MO) - NFY120OQ2","Proximates, jogurt, řecký, jahodový, odtučněný, CHOBANI (FL,MO) - NFY120OQ2"
"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (IN,NY) - NFY120OOV","Proximates, jogurt, řecký, jahodový, odtučněný, CHOBANI (IN,NY) - NFY120OOV"
"Proximates, Yogurt, Greek, strawberry, non-fat, CHOBANI (MI,OK) - NFY120OQI","Proximates, jogurt, řecký, jahodový, odtučněný, CHOBANI (MI,OK) - NFY120OQI"
"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (AL,CA1) - NFY120ON9","Proximates, jogurt, řecký, jahodový, odtučněný, DANNON OIKOS (AL,CA1) - NFY120ON9"
"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CA2,NC) - NFY120ONI","Proximates, jogurt, řecký, jahodový, odtučněný, DANNON OIKOS (CA2,NC) - NFY120ONI"
"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CO,CT) - NFY120OO0","Proximates, jogurt, řecký, jahodový, odtučněný, DANNON OIKOS (CO,CT) - NFY120OO0"
"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (FL,MO) - NFY120OO8","Proximates, jogurt, řecký, jahodový, odtučněný, DANNON OIKOS (FL,MO) - NFY120OO8"
"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMR","Proximates, jogurt, řecký, jahodový, odtučněný, DANNON OIKOS (IN,NY) - NFY120OMR"
"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (MI,OK) - NFY120OOL","Proximates, jogurt, řecký, jahodový, odtučněný, DANNON OIKOS (MI,OK) - NFY120OOL"
"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (CA1,OK) - NFY120OQS","Proximates, jogurt, řecký, jahodový, odtučněný, FAGE TOTAL (CA1,OK) - NFY120OQS"
"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (CA2,CO) - NFY120OS1","Proximates, jogurt, řecký, jahodový, odtučněný, FAGE TOTAL (CA2,CO) - NFY120OS1"
"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (FL,CT) - NFY120PA7","Proximates, jogurt, řecký, jahodový, odtučněný, FAGE TOTAL (FL,CT) - NFY120PA7"
"Proximates, Yogurt, Greek, strawberry, non-fat, FAGE TOTAL (NY,NC) - NFY120ORF","Proximates, jogurt, řecký, jahodový, odtučněný, FAGE TOTAL (NY,NC) - NFY120ORF"
"Pšeničná Tortilla","Pšeničná tortilla"
"Pstruh","Pstruh"
"pumpkin seeds (pepitas), raw","dýňová semínka (pepitas), syrová"
"Quinoa","Quinoa"
"quinoa, flour","quinoa, mouka"
"Rajče 1/2","Rajče 1/2"
"Rajče 1ks","Rajče 1ks"
"Rajský protlak","Rajský protlak"
"raspberries, fresh, raw","maliny, čerstvé, syrové"
"Raspberries, raw","Maliny, syrové"
"Restaurant, Chinese, fried rice, without meat","Restaurace, čínská, smažená rýže, bez masa"
"Restaurant, Chinese, sweet and sour pork","Restaurace, čínská, sladkokyselé vepřové maso"
"Restaurant, Latino, pupusas con frijoles (pupusas, bean)","Restaurace, Latino, pupusas con frijoles (pupusas, fazole)"
"Restaurant, Latino, tamale, pork","Restaurace, latino, tamale, vepřové maso"
"Rice, black, unenriched, raw","Rýže, černá, neobohacená, syrová"
"Rice, brown, long grain, unenriched, raw","Rýže, hnědá, dlouhozrnná, neobohacená, syrová"
"Rice, red, unenriched, dry, raw","Rýže, červená, neobohacená, suchá, syrová"
"Rice, white, long grain, unenriched, raw","Rýže, bílá, dlouhozrnná, neobohacená, syrová"
"Ricotta","Ricotta"
"Rohlík","Rohlík"
"Romaine Lettuce, Pass 2, Region 1 - Fiber - NFY0105FR","Římský salát, Pass 2, Region 1 – Vláknina – NFY0105FR"
"Romaine Lettuce, Pass 2, Region 1 - Proximates - NFY0105FO","Římský salát, Pass 2, Region 1 – Proximates – NFY0105FO"
"Romaine Lettuce, Pass 2, Region 2 - Fiber - NFY0105GN","Římský salát, Pass 2, Region 2 – Vláknina – NFY0105GN"
"Romaine Lettuce, Pass 2, Region 2 - Proximates - NFY0105GK","Římský salát, Pass 2, Region 2 – Proximates – NFY0105GK"
"Romaine Lettuce, Pass 2, Region 3 - Fiber - NFY0105HE","Římský salát, Pass 2, Region 3 – Vláknina – NFY0105HE"
"Romaine Lettuce, Pass 2, Region 3 - Proximates - NFY0105HB","Římský salát, Pass 2, Region 3 – Proximates – NFY0105HB"
"Romaine Lettuce, Pass 2, Region 4 - Proximates - NFY0105I4","Římský salát, Pass 2, Region 4 – Proximates – NFY0105I4"
"Romaine Lettuce, Region 1, n/a, Yes - Fiber - NFY0101QF","Římský salát, oblast 1, neuvádí se, ano – vláknina – NFY0101QF"
"Romaine Lettuce, Region 1, n/a, Yes - Proximates - NFY0101Q8","Římský salát, oblast 1, neuvádí se, ano – nejbližší – NFY0101Q8"
"Romaine Lettuce, Region 2, n/a, Yes - Fiber - NFY0101RC","Římský salát, oblast 2, neuvádí se, ano – vláknina – NFY0101RC"
"Romaine Lettuce, Region 2, n/a, Yes - Proximates - NFY0101R5","Římský salát, Region 2, neuvádí se, Ano – Proximáty – NFY0101R5"
"Romaine Lettuce, Region 3, n/a, Yes - Fiber - NFY0101SC","Římský salát, oblast 3, neuvádí se, ano – vláknina – NFY0101SC"
"Romaine Lettuce, Region 3, n/a, Yes - Proximates - NFY0101S5","Římský salát, Region 3, neuvádí se, Ano – Proximáty – NFY0101S5"
"Romaine Lettuce, Region 4, n/a, Yes - Fiber - NFY0101TC","Římský salát, oblast 4, neuvádí se, ano – vláknina – NFY0101TC"
"Romaine Lettuce, Region 4, n/a, Yes - Proximates - NFY0101T5","Římský salát, Region 4, neuvádí se, Ano – Proximáty – NFY0101T5"
"Rozmarýn","Rozmarýn"
"Rutabaga, peeled, raw","Rutabaga, loupaná, syrová"
"rye, flour","žito, mouka"
"Rýže","Rýže"
"Rýže vařená","Rýže vařená"
"Salám","Salám"
"salmon, Atlantic, farm raised, raw, skin removed","losos, Atlantik, chovaný na farmě, syrový, zbavená kůže"
"salmon, sockeye, wild caught, raw, skin removed","losos, sockeye, divoký chycený, syrový, zbavená kůže"
"Salsa","Salsa"
"Salt; iodized","Sůl; jodizované"
"Salt, table, iodized","Sůl, stolní, jodizovaná"
"Sardinky","Sardinky"
"Sauce, pasta, spaghetti/marinara, ready-to-serve","Omáčka, těstoviny, špagety/marinara, připravené k podávání"
"Sauce, salsa, ready-to-serve","Omáčka, salsa, připravené k podávání"
"Sausage, breakfast sausage, beef, pre-cooked, unprepared","Klobása, snídaňová klobása, hovězí maso, předvařené, neupravené"
"Sausage, Italian, pork, mild, cooked, pan-fried","Klobása, italská, vepřová, jemná, vařená, smažená"
"Sausage, pork, chorizo, link or ground, cooked, pan-fried","Klobása, vepřové maso, chorizo, odkaz nebo mleté, vařené, smažené na pánvi"
"Sausage, turkey, breakfast links, mild, raw","Klobása, krůta, snídaně, jemné, syrové"
"Seeds, pumpkin seeds (pepitas), raw","Semena, dýňová semínka (pepitas), syrová"
"Seeds, sunflower seed, kernel, raw","Semena, slunečnicová semena, jádro, syrové"
"Seeds, sunflower seed kernels, dry roasted, with salt added","Semena, jádra slunečnicových semen, nasucho pražená, s přidanou solí"
"Selský jogurt bílý s kulturou BiFi","Selský jogurt bílý s kulturou BiFi"
"Sesame butter, creamy","Sezamové máslo, krémové"
"sesame seed butter (tahini), creamy","sezamové máslo (tahini), smetanové"
"Shallots, bulb, peeled, root removed, raw","Šalotka, cibule, loupaná, s odstraněným kořenem, syrová"
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 21/25 count","krevety, chované na farmě, syrové, ocas, hlava pryč, skořápka odstraněna, neodhaleno, počet 21/25"
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count","krevety, chované na farmě, syrové, ocas, hlava pryč, skořápka odstraněna, neodhaleno, počet 26/30"
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 31/40 count","krevety, chované na farmě, syrové, ocas, hlava pryč, skořápka odstraněna, neodhaleno, počet 31/40"
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 36/40 count","krevety, chované na farmě, syrové, ocas, hlava pryč, skořápka odstraněna, neodhaleno, počet 36/40"
"Slanina","Slanina"
"Sledi","Sledi"
"Smetana ke šlehání","Smetana ke šlehání"
"Smetana na vaření","Smetana na vaření"
"Sojová omáčka","Sojová omáčka"
"Sorghum bran, white, unenriched, dry, raw","Čirokové otruby, bílé, neobohacené, suché, syrové"
"sorghum, flour","čirok, mouka"
"Sorghum flour, white, pearled, unenriched, dry, raw","Čiroková mouka, bílá, perleťová, neobohacená, suchá, syrová"
"Sorghum grain, white, pearled, unenriched, dry, raw","Zrno čiroku, bílé, perleťové, neobohacené, suché, syrové"
"Sorghum, whole grain, white, dry, raw","Čirok, celozrnný, bílý, suchý, syrový"
"sour cream, full fat","zakysaná smetana, plnotučná"
"Soybean oil","Sojový olej"
"soy milk, refrigerated, sweetened","sójové mléko, chlazené, slazené"
"Soy milk, sweetened, plain, refrigerated","Sojové mléko, slazené, obyčejné, chlazené"
"Soy milk, unsweetened, plain, shelf stable","Sójové mléko, neslazené, obyčejné, stabilní při skladování"
"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","SÓJOVÉ MLÉKO, NESLAZENÉ, OBYČEJNÉ, STABILNÍ"
"Špagety","Špagety"
"Špenát","Špenát"
"Spinach, baby","Špenát, zlato"
"SPINACH, BABY","ŠPENÁT, MIMINKO"
"Spinach, mature","Špenát, zralý"
"SPINACH, REGULAR (MATURE)","ŠPENÁT, Normální (Zralý)"
"Squash, acorn, raw","Squash, žalud, raw"
"Squash, butternut, raw","Dýňová, máslová, syrová"
"Squash, pie pumpkin, peeled, seeded, raw","Dýně, koláčová dýně, loupaná, se semínky, syrová"
"Squash, spaghetti, peeled, seeded, raw","Dýně, špagety, loupané, se semínky, syrové"
"Squash, summer, green, zucchini, includes skin, raw","Tykev, letní, zelená, cuketa, včetně slupky, syrová"
"Squash, summer, yellow, includes skin, raw","Tykev, letní, žlutá, zahrnuje kůži, syrová"
"Squash, winter, acorn, raw","Squash, zimní, žalud, syrový"
"Squash, winter, butternut, raw","Dýňová, zimní, máslová, syrová"
"Squash, yellow, raw","Squash, žlutá, syrová"
"Squash, zucchini, raw","Tykev, cuketa, syrová"
"Šťáva z limetky","Šťáva z limetky"
"Strawberries, Fresh, Pass 2, Region 1, n/a, Yes - Fiber, NFY0108ZJ","Jahody, čerstvé, Pass 2, Region 1, n/a, Ano – vláknina, NFY0108ZJ"
"Strawberries, Fresh, Pass 2, Region 1, n/a, Yes - Minerals, NFY0108ZD","Jahody, čerstvé, Pass 2, Region 1, n/a, Ano – Minerály, NFY0108ZD"
"Strawberries, Fresh, Pass 2, Region 1, n/a, Yes - Proximates, NFY0108ZB","Jahody, čerstvé, Pass 2, Region 1, n/a, Ano – Proximates, NFY0108ZB"
"Strawberries, Fresh, Pass 2, Region 2, n/a, Yes - Fiber, NFY01090E","Jahody, čerstvé, Pass 2, Region 2, n/a, Ano – Fiber, NFY01090E"
"Strawberries, Fresh, Pass 2, Region 2, n/a, Yes - Minerals, NFY010908","Jahody, čerstvé, Pass 2, Region 2, n/a, Ano – Minerály, NFY010908"
"Strawberries, Fresh, Pass 2, Region 2, n/a, Yes - Proximates, NFY010906","Jahody, čerstvé, Pass 2, Region 2, n/a, Ano – Proximates, NFY010906"
"Strawberries, Fresh, Pass 2, Region 3, n/a, Yes - Fiber, NFY010919","Jahody, čerstvé, Pass 2, Region 3, n/a, Ano – vláknina, NFY010919"
"Strawberries, Fresh, Pass 2, Region 3, n/a, Yes - Minerals, NFY010913","Jahody, čerstvé, Pass 2, Region 3, n/a, Ano – Minerály, NFY010913"
"Strawberries, Fresh, Pass 2, Region 3, n/a, Yes - Proximates, NFY010911","Jahody, čerstvé, Pass 2, Region 3, n/a, Ano – Proximates, NFY010911"
"Strawberries, Fresh, Pass 2, Region 4, n/a, Yes - Fiber, NFY010924","Jahody, čerstvé, Pass 2, Region 4, n/a, Ano – vláknina, NFY010924"
"Strawberries, Fresh, Pass 2, Region 4, n/a, Yes - Minerals, NFY01091Y","Jahody, čerstvé, Pass 2, Region 4, n/a, Ano – Minerály, NFY01091Y"
"Strawberries, Fresh, Pass 2, Region 4, n/a, Yes - Proximates, NFY01091W","Jahody, čerstvé, Pass 2, Region 4, n/a, Ano – Proximates, NFY01091W"
"strawberries, fresh, raw","jahody, čerstvé, syrové"
"Strawberries, fresh, Region 1, n/a, Yes - Minerals, Se, NF0008IG","Jahody, čerstvé, Region 1, neuvádí se, Ano – Minerály, Se, NF0008IG"
"Strawberries, fresh, Region 1, n/a, Yes - Proximates, NF0008IF","Jahody, čerstvé, Oblast 1, neuvádí se, Ano – Proximáty, NF0008IF"
"Strawberries, fresh, Region 2, n/a, Yes - Minerals, Se, NF0008JD","Jahody, čerstvé, Region 2, neuvádí se, Ano - Minerály, Se, NF0008JD"
